Date_Str,Close,Volume,Next_Close,Actual_Diff,Actual_Label
2022-06-20,25771.220703125,72200000,26246.310546875,475.08984375,1
2022-06-21,26246.310546875,65400000,26149.55078125,-96.759765625,0
2022-06-22,26149.55078125,66400000,26171.25,21.69921875,1
2022-06-23,26171.25,65700000,26491.970703125,320.720703125,1
2022-06-24,26491.970703125,72600000,26871.26953125,379.298828125,1
2022-06-27,26871.26953125,65800000,27049.470703125,178.201171875,1
2022-06-28,27049.470703125,73400000,26804.599609375,-244.87109375,0
2022-06-29,26804.599609375,101100000,26393.0390625,-411.560546875,0
2022-06-30,26393.0390625,86100000,25935.619140625,-457.419921875,0
2022-07-01,25935.619140625,81700000,26153.810546875,218.19140625,1
2022-07-04,26153.810546875,68700000,26423.470703125,269.66015625,1
2022-07-05,26423.470703125,62800000,26107.650390625,-315.8203125,0
2022-07-06,26107.650390625,89700000,26490.529296875,382.87890625,1
2022-07-07,26490.529296875,80700000,26517.189453125,26.66015625,1
2022-07-08,26517.189453125,89300000,26812.30078125,295.111328125,1
2022-07-11,26812.30078125,68500000,26336.66015625,-475.640625,0
2022-07-12,26336.66015625,64400000,26478.76953125,142.109375,1
2022-07-13,26478.76953125,54100000,26643.390625,164.62109375,1
2022-07-14,26643.390625,60600000,26788.470703125,145.080078125,1
2022-07-15,26788.470703125,65500000,26961.6796875,173.208984375,1
2022-07-19,26961.6796875,59400000,27680.259765625,718.580078125,1
2022-07-20,27680.259765625,66700000,27803.0,122.740234375,1
2022-07-21,27803.0,56700000,27914.66015625,111.66015625,1
2022-07-22,27914.66015625,60100000,27699.25,-215.41015625,0
2022-07-25,27699.25,46500000,27655.2109375,-44.0390625,0
2022-07-26,27655.2109375,50000000,27715.75,60.5390625,1
2022-07-27,27715.75,51100000,27815.48046875,99.73046875,1
2022-07-28,27815.48046875,83500000,27801.640625,-13.83984375,0
2022-07-29,27801.640625,79300000,27993.349609375,191.708984375,1
2022-08-01,27993.349609375,71900000,27594.73046875,-398.619140625,0
2022-08-02,27594.73046875,71800000,27741.900390625,147.169921875,1
2022-08-03,27741.900390625,72300000,27932.19921875,190.298828125,1
2022-08-04,27932.19921875,83100000,28175.869140625,243.669921875,1
2022-08-05,28175.869140625,71300000,28249.240234375,73.37109375,1
2022-08-08,28249.240234375,66100000,27999.9609375,-249.279296875,0
2022-08-09,27999.9609375,64900000,27819.330078125,-180.630859375,0
2022-08-10,27819.330078125,59900000,28546.98046875,727.650390625,1
2022-08-12,28546.98046875,89600000,28871.779296875,324.798828125,1
2022-08-15,28871.779296875,53700000,28868.91015625,-2.869140625,0
2022-08-16,28868.91015625,50100000,29222.76953125,353.859375,1
2022-08-17,29222.76953125,66600000,28942.140625,-280.62890625,0
2022-08-18,28942.140625,47400000,28930.330078125,-11.810546875,0
2022-08-19,28930.330078125,48400000,28794.5,-135.830078125,0
2022-08-22,28794.5,49200000,28452.75,-341.75,0
2022-08-23,28452.75,55700000,28313.470703125,-139.279296875,0
2022-08-24,28313.470703125,62000000,28479.009765625,165.5390625,1
2022-08-25,28479.009765625,53700000,28641.380859375,162.37109375,1
2022-08-26,28641.380859375,49100000,27878.9609375,-762.419921875,0
2022-08-29,27878.9609375,64100000,28195.580078125,316.619140625,1
2022-08-30,28195.580078125,60700000,28091.529296875,-104.05078125,0
2022-08-31,28091.529296875,86200000,27661.470703125,-430.05859375,0
2022-09-01,27661.470703125,68900000,27650.83984375,-10.630859375,0
2022-09-02,27650.83984375,58800000,27619.609375,-31.23046875,0
2022-09-05,27619.609375,47100000,27626.509765625,6.900390625,1
2022-09-06,27626.509765625,46300000,27430.30078125,-196.208984375,0
2022-09-07,27430.30078125,69400000,28065.279296875,634.978515625,1
2022-09-08,28065.279296875,75200000,28214.75,149.470703125,1
2022-09-09,28214.75,74000000,28542.109375,327.359375,1
2022-09-12,28542.109375,50500000,28614.630859375,72.521484375,1
2022-09-13,28614.630859375,51700000,27818.619140625,-796.01171875,0
2022-09-14,27818.619140625,70900000,27875.91015625,57.291015625,1
2022-09-15,27875.91015625,48700000,27567.650390625,-308.259765625,0
2022-09-16,27567.650390625,81600000,27688.419921875,120.76953125,1
2022-09-20,27688.419921875,60000000,27313.130859375,-375.2890625,0
